2.453249999999999886e+02,3.561250000000000000e+02,3.113874999999999886e+02,6.709249999999999545e+02,1.504437499999999943e+02,2.837250000000000227e+02,4.382500000000000000e+02,3.200000000000000178e+00,2.593874999999999886e+02,6.759999999999999432e+01,2.289250000000000114e+02,1.432624999999999886e+02,2.557687500000000114e+02,3.879999999999999716e+01,2.519999999999999929e+01,0.000000000000000000e+00
3.181812499999999773e+02,6.089874999999999545e+02,7.254500000000000455e+02,5.448687499999999773e+02,2.808625000000000114e+02,5.759125000000000227e+02,6.786937500000000227e+02,0.000000000000000000e+00,1.180000000000000000e+02,7.879999999999999716e+01,1.411999999999999886e+02,1.635999999999999943e+02,1.908312500000000114e+02,4.879999999999999716e+01,2.848625000000000114e+02,0.000000000000000000e+00
3.261750000000000114e+02,4.540625000000000000e+02,4.845625000000000000e+02,3.116000000000000227e+02,1.615999999999999943e+02,4.236625000000000227e+02,4.024624999999999773e+02,0.000000000000000000e+00,2.437187500000000000e+02,1.384000000000000057e+02,1.132000000000000028e+02,1.420000000000000000e+02,1.584000000000000057e+02,3.160000000000000142e+01,3.196750000000000114e+02,0.000000000000000000e+00
2.816000000000000227e+02,2.164000000000000057e+02,3.284750000000000227e+02,3.640000000000000000e+02,3.676000000000000227e+02,2.468625000000000114e+02,2.643999999999999773e+02,0.000000000000000000e+00,1.648625000000000114e+02,8.959999999999999432e+01,4.479999999999999716e+01,1.608000000000000114e+02,1.504000000000000057e+02,6.959999999999999432e+01,2.441187500000000057e+02,0.000000000000000000e+00
4.036750000000000114e+02,2.264000000000000057e+02,3.788625000000000114e+02,2.628625000000000114e+02,2.440000000000000000e+02,3.245249999999999773e+02,3.631999999999999886e+02,0.000000000000000000e+00,2.928874999999999886e+02,3.145874999999999773e+02,1.484812499999999886e+02,2.485000000000000000e+02,1.584000000000000057e+02,1.032625000000000028e+02,1.528687500000000057e+02,0.000000000000000000e+00
6.403750000000000000e+02,6.043125000000000000e+02,3.429250000000000114e+02,3.020000000000000000e+02,3.823999999999999773e+02,4.853000000000000114e+02,5.777687499999999545e+02,1.904000000000000057e+02,1.748325000000000045e+03,1.004262500000000045e+03,2.511868750000000091e+03,2.757525000000000091e+03,1.995687500000000000e+03,1.470868750000000091e+03,1.037568749999999909e+03,0.000000000000000000e+00
5.985937500000000000e+02,5.097062500000000114e+02,3.952500000000000000e+02,3.711999999999999886e+02,6.906187499999999773e+02,8.945000000000000000e+02,8.123125000000000000e+02,1.948625000000000114e+02,2.512918749999999818e+03,1.760150000000000091e+03,1.474018749999999955e+03,1.504700000000000045e+03,1.209662499999999909e+03,5.943500000000000227e+02,1.238537499999999909e+03,0.000000000000000000e+00
4.593312500000000114e+02,7.211187499999999773e+02,5.733250000000000455e+02,4.160000000000000000e+02,4.624499999999999886e+02,5.706875000000000000e+02,4.814250000000000114e+02,2.719999999999999929e+01,1.167362499999999955e+03,9.614687500000000000e+02,2.313268750000000182e+03,1.200487499999999955e+03,2.113400000000000091e+03,6.475937500000000000e+02,6.868312499999999545e+02,0.000000000000000000e+00
3.193249999999999886e+02,8.575562499999999773e+02,6.325750000000000455e+02,9.935562499999999773e+02,5.154500000000000455e+02,7.258875000000000455e+02,6.363562500000000455e+02,8.720000000000000284e+01,4.843625000000000114e+02,1.088012500000000045e+03,1.621375000000000000e+03,1.728593750000000000e+03,1.664543750000000045e+03,4.638999999999999773e+02,6.116499999999999773e+02,0.000000000000000000e+00
1.435999999999999943e+02,7.843187500000000227e+02,9.188374999999999773e+02,6.601499999999999773e+02,6.959125000000000227e+02,4.617250000000000227e+02,5.761875000000000000e+02,7.400000000000000000e+01,4.037875000000000227e+02,6.705000000000000000e+02,1.684625000000000057e+02,1.405087500000000091e+03,2.052118750000000091e+03,1.032000000000000028e+02,8.798125000000000000e+02,0.000000000000000000e+00
5.639187500000000455e+02,8.012374999999999545e+02,5.357312500000000455e+02,7.499249999999999545e+02,6.582749999999999773e+02,7.943374999999999773e+02,8.712625000000000455e+02,4.800000000000000000e+01,1.804743750000000091e+03,1.153306250000000091e+03,2.599893750000000182e+03,2.280375000000000000e+03,1.460000000000000000e+03,6.260812499999999545e+02,1.942062500000000000e+03,0.000000000000000000e+00
5.701875000000000000e+02,1.402450000000000045e+03,1.392000000000000000e+03,1.340762500000000045e+03,8.843750000000000000e+02,1.259599999999999909e+03,1.030943749999999909e+03,8.840000000000000568e+01,1.638099999999999909e+03,2.224381249999999909e+03,1.806412499999999909e+03,9.263624999999999545e+02,2.018474999999999909e+03,4.883687499999999773e+02,7.645562499999999773e+02,0.000000000000000000e+00
1.200000000000000000e+01,5.853624999999999545e+02,8.164750000000000227e+02,7.223624999999999545e+02,3.965249999999999773e+02,5.478500000000000227e+02,4.289937499999999773e+02,8.240000000000000568e+01,7.048999999999999773e+02,1.316706249999999955e+03,1.384025000000000091e+03,8.266124999999999545e+02,1.479237499999999955e+03,1.796562500000000000e+02,6.824375000000000000e+02,0.000000000000000000e+00
3.639999999999999858e+01,2.808625000000000114e+02,4.165437499999999886e+02,2.963999999999999773e+02,3.589062500000000000e+02,4.081875000000000000e+02,3.276875000000000000e+02,5.160000000000000142e+01,5.647374999999999545e+02,1.300506249999999909e+03,1.286606250000000045e+03,1.418775000000000091e+03,1.495200000000000045e+03,4.682624999999999886e+02,2.620625000000000000e+02,0.000000000000000000e+00
3.639999999999999858e+01,8.279999999999999716e+01,9.440000000000000568e+01,3.039999999999999858e+01,1.656624999999999943e+02,3.879999999999999716e+01,1.319999999999999929e+01,0.000000000000000000e+00,1.516750000000000114e+02,5.772000000000000455e+02,3.658937500000000114e+02,4.936374999999999886e+02,3.983125000000000000e+02,6.161000000000000227e+02,3.502312499999999886e+02,0.000000000000000000e+00
